"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"english-cottage-keswick","Keswick","<p>Keswick pattern from our English-cottage collection. Pattern #01-03-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/keswick_67f90044-e9ab-4ea2-8365-8d318b1257ef.jpg?v=1772068542","1","Keswick pattern thumbnail","Keswick - English-cottage Collection | ColorFlex Wallpaper","Keswick pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","keswick","6","Baskets,Flowers & Fruit,Grapes,Flowers,Small Leaves,Large Leaves","24x24","straight","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW0034 ROYCROFT ROSE,SW0033 REMBRANDT RUBY,SW7697 SAFARI,SW7726 LEMON VERBENA,SW7729 EDAMAME","01-03-103","03","103",""
"english-cottage-dartmouth","Dartmouth","<p>Dartmouth pattern from our English-cottage collection. Pattern #01-03-109. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-109-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/dartmouth.jpg?v=1762696248","","","Dartmouth - English-cottage Collection | ColorFlex Wallpaper","Dartmouth pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","dartmouth","3","Leaves,Thistle,Shields","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY,SW6242 BRACING BLUE,SW0037 MORRIS ROOM GREY","01-03-109","03","109",""
"english-cottage-cheltenham","Cheltenham","<p>Cheltenham pattern from our English-cottage collection. Pattern #01-03-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cheltenham.jpg?v=1762696249","1","Cheltenham pattern thumbnail","Cheltenham - English-cottage Collection | ColorFlex Wallpaper","Cheltenham pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","cheltenham","2","Figures,Foliage","24x36","straight","SW0002 COTTAGE COAL,SW0043 PERISTYLE BRASS,SW7726 LEMON VERBENA","01-03-104","03","104",""
"english-cottage-cheltenham","Cheltenham","<p>Cheltenham pattern from our English-cottage collection. Pattern #01-03-104. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-104-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cheltenham.jpg?v=1762696249","","","Cheltenham - English-cottage Collection | ColorFlex Wallpaper","Cheltenham pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","cheltenham","2","Figures,Foliage","24x36","straight","SW0002 COTTAGE COAL,SW0043 PERISTYLE BRASS,SW7726 LEMON VERBENA","01-03-104","03","104",""
"english-cottage-cheltenham","Cheltenham","<p>Cheltenham pattern from our English-cottage collection. Pattern #01-03-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-104-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cheltenham.jpg?v=1762696249","","","Cheltenham - English-cottage Collection | ColorFlex Wallpaper","Cheltenham pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","cheltenham","2","Figures,Foliage","24x36","straight","SW0002 COTTAGE COAL,SW0043 PERISTYLE BRASS,SW7726 LEMON VERBENA","01-03-104","03","104",""
"english-cottage-cambridge","Cambridge","<p>Cambridge pattern from our English-cottage collection. Pattern #01-03-113. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-113-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cambridge.jpg?v=1762696250","1","Cambridge pattern thumbnail","Cambridge - English-cottage Collection | ColorFlex Wallpaper","Cambridge pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","cambridge","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x24","straight","SC0001 COTTAGE LINEN,SW9009 SUBDUED SIENNA,SW0020 PEACOCK PLUME,SW9658 FRESH EUCALYPTUS,SW7699 RUSTIC CITY,SW7069 IRON ORE","01-03-113","03","113",""
"english-cottage-cambridge","Cambridge","<p>Cambridge pattern from our English-cottage collection. Pattern #01-03-113. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-113-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cambridge.jpg?v=1762696250","","","Cambridge - English-cottage Collection | ColorFlex Wallpaper","Cambridge pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","cambridge","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x24","straight","SC0001 COTTAGE LINEN,SW9009 SUBDUED SIENNA,SW0020 PEACOCK PLUME,SW9658 FRESH EUCALYPTUS,SW7699 RUSTIC CITY,SW7069 IRON ORE","01-03-113","03","113",""
"english-cottage-cambridge","Cambridge","<p>Cambridge pattern from our English-cottage collection. Pattern #01-03-113. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-113-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/cambridge.jpg?v=1762696250","","","Cambridge - English-cottage Collection | ColorFlex Wallpaper","Cambridge pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","cambridge","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x24","straight","SC0001 COTTAGE LINEN,SW9009 SUBDUED SIENNA,SW0020 PEACOCK PLUME,SW9658 FRESH EUCALYPTUS,SW7699 RUSTIC CITY,SW7069 IRON ORE","01-03-113","03","113",""
"english-cottage-northwich","Northwich","<p>Northwich pattern from our English-cottage collection. Pattern #01-03-125. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-125-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/northwich.jpg?v=1762696251","1","Northwich pattern thumbnail","Northwich - English-cottage Collection | ColorFlex Wallpaper","Northwich pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","northwich","1","Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY","01-03-125","03","125",""
"english-cottage-northwich","Northwich","<p>Northwich pattern from our English-cottage collection. Pattern #01-03-125. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-125-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/northwich.jpg?v=1762696251","","","Northwich - English-cottage Collection | ColorFlex Wallpaper","Northwich pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","northwich","1","Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY","01-03-125","03","125",""
"english-cottage-northwich","Northwich","<p>Northwich pattern from our English-cottage collection. Pattern #01-03-125. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-125-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/northwich.jpg?v=1762696251","","","Northwich - English-cottage Collection | ColorFlex Wallpaper","Northwich pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","northwich","1","Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW0032 NEEDLEPOINT NAVY","01-03-125","03","125",""
"english-cottage-lancelot","Lancelot","<p>Lancelot pattern from our English-cottage collection. Pattern #01-03-138. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-138-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections/english-cottage/thumbnails/lancelot.jpg","1","Lancelot pattern thumbnail","Lancelot - English-cottage Collection | ColorFlex Wallpaper","Lancelot pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","lancelot","1","24x24","24x24","straight","SW6159 HIGH TEA,SC0001 COTTAGE LINEN","01-03-138","03","138",""
"english-cottage-lancelot","Lancelot","<p>Lancelot pattern from our English-cottage collection. Pattern #01-03-138. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-138-fabric","79.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections/english-cottage/thumbnails/lancelot.jpg","","","Lancelot - English-cottage Collection | ColorFlex Wallpaper","Lancelot pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","lancelot","1","24x24","24x24","straight","SW6159 HIGH TEA,SC0001 COTTAGE LINEN","01-03-138","03","138",""
"english-cottage-lancelot","Lancelot","<p>Lancelot pattern from our English-cottage collection. Pattern #01-03-138. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-138-decal","69.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections/english-cottage/thumbnails/lancelot.jpg","","","Lancelot - English-cottage Collection | ColorFlex Wallpaper","Lancelot pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","lancelot","1","24x24","24x24","straight","SW6159 HIGH TEA,SC0001 COTTAGE LINEN","01-03-138","03","138",""
"english-cottage-maidstone","Maidstone","<p>Maidstone pattern from our English-cottage collection. Pattern #01-03-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/maidstone.jpg?v=1762696251","1","Maidstone pattern thumbnail","Maidstone - English-cottage Collection | ColorFlex Wallpaper","Maidstone pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","maidstone","2","Tiny Flowers,Bouquets","24x24","straight","SC0001 COTTAGE LINEN,SW0033 REMBRANDT RUBY,SW0034 ROYCROFT ROSE","01-03-105","03","105",""
"english-cottage-maidstone","Maidstone","<p>Maidstone pattern from our English-cottage collection. Pattern #01-03-105. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/maidstone.jpg?v=1762696251","","","Maidstone - English-cottage Collection | ColorFlex Wallpaper","Maidstone pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","maidstone","2","Tiny Flowers,Bouquets","24x24","straight","SC0001 COTTAGE LINEN,SW0033 REMBRANDT RUBY,SW0034 ROYCROFT ROSE","01-03-105","03","105",""
"english-cottage-maidstone","Maidstone","<p>Maidstone pattern from our English-cottage collection. Pattern #01-03-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-105-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/maidstone.jpg?v=1762696251","","","Maidstone - English-cottage Collection | ColorFlex Wallpaper","Maidstone pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","maidstone","2","Tiny Flowers,Bouquets","24x24","straight","SC0001 COTTAGE LINEN,SW0033 REMBRANDT RUBY,SW0034 ROYCROFT ROSE","01-03-105","03","105",""
"english-cottage-sherwood-forest","Sherwood Forest","<p>Sherwood Forest pattern from our English-cottage collection. Pattern #01-03-135. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-135-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/sherwood-forest.jpg?v=1767642971","1","Sherwood Forest pattern thumbnail","Sherwood Forest - English-cottage Collection | ColorFlex Wallpaper","Sherwood Forest pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","sherwood-forest","7","Tall Trees Layer 1,Deer,Shrubery,Weeds,Grass,Stems,Flowers","24x24","straight","SW7069 IRON ORE,SW6424 TANSY GREEN,SW3174 LENNOX HILL TAN,SW6214 UNDERSEAS,SW0006 TOILE RED,SW6395 ALCHEMY,SW6423 RYEGRASS,SW6371 VANILLIN","01-03-135","03","135",""
"english-cottage-sherwood-forest","Sherwood Forest","<p>Sherwood Forest pattern from our English-cottage collection. Pattern #01-03-135. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-135-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/sherwood-forest.jpg?v=1767642971","","","Sherwood Forest - English-cottage Collection | ColorFlex Wallpaper","Sherwood Forest pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","sherwood-forest","7","Tall Trees Layer 1,Deer,Shrubery,Weeds,Grass,Stems,Flowers","24x24","straight","SW7069 IRON ORE,SW6424 TANSY GREEN,SW3174 LENNOX HILL TAN,SW6214 UNDERSEAS,SW0006 TOILE RED,SW6395 ALCHEMY,SW6423 RYEGRASS,SW6371 VANILLIN","01-03-135","03","135",""
"english-cottage-sherwood-forest","Sherwood Forest","<p>Sherwood Forest pattern from our English-cottage collection. Pattern #01-03-135. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-135-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/sherwood-forest.jpg?v=1767642971","","","Sherwood Forest - English-cottage Collection | ColorFlex Wallpaper","Sherwood Forest pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","sherwood-forest","7","Tall Trees Layer 1,Deer,Shrubery,Weeds,Grass,Stems,Flowers","24x24","straight","SW7069 IRON ORE,SW6424 TANSY GREEN,SW3174 LENNOX HILL TAN,SW6214 UNDERSEAS,SW0006 TOILE RED,SW6395 ALCHEMY,SW6423 RYEGRASS,SW6371 VANILLIN","01-03-135","03","135",""
"english-cottage-greenwich-time","Greenwich Time","<p>Greenwich Time pattern from our English-cottage collection. Pattern #01-03-100. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-100-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/greenwich-time.jpg?v=1772068567","1","Greenwich Time pattern thumbnail","Greenwich Time - English-cottage Collection | ColorFlex Wallpaper","Greenwich Time pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","greenwich-time","1","Layer 1","24x24","half-drop","SW6990 CAVIAR,SW7069 IRON ORE,SC0001 COTTAGE LINEN,SW0037 MORRIS ROOM GREY,SW6159 HIGH TEA,SW0052 PEARL GRAY,SW0043 PERISTYLE BRASS,SW7697 SAFARI,SW7729 EDAMAME,SW7726 LEMON VERBENA,SW6214 UNDERSEAS,SW6212 QUIETUDE,SW0032 NEEDLEPOINT NAVY,SW6242 BRACING BLUE,SW0033 REMBRANDT RUBY,SW0034 ROYCROFT ROSE","01-03-100","03","100",""
"english-cottage-greenwich-time","Greenwich Time","<p>Greenwich Time pattern from our English-cottage collection. Pattern #01-03-100. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-100-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/greenwich-time.jpg?v=1772068567","","","Greenwich Time - English-cottage Collection | ColorFlex Wallpaper","Greenwich Time pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","greenwich-time","1","Layer 1","24x24","half-drop","SW6990 CAVIAR,SW7069 IRON ORE,SC0001 COTTAGE LINEN,SW0037 MORRIS ROOM GREY,SW6159 HIGH TEA,SW0052 PEARL GRAY,SW0043 PERISTYLE BRASS,SW7697 SAFARI,SW7729 EDAMAME,SW7726 LEMON VERBENA,SW6214 UNDERSEAS,SW6212 QUIETUDE,SW0032 NEEDLEPOINT NAVY,SW6242 BRACING BLUE,SW0033 REMBRANDT RUBY,SW0034 ROYCROFT ROSE","01-03-100","03","100",""
"english-cottage-greenwich-time","Greenwich Time","<p>Greenwich Time pattern from our English-cottage collection. Pattern #01-03-100. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-100-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/greenwich-time.jpg?v=1772068567","","","Greenwich Time - English-cottage Collection | ColorFlex Wallpaper","Greenwich Time pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","greenwich-time","1","Layer 1","24x24","half-drop","SW6990 CAVIAR,SW7069 IRON ORE,SC0001 COTTAGE LINEN,SW0037 MORRIS ROOM GREY,SW6159 HIGH TEA,SW0052 PEARL GRAY,SW0043 PERISTYLE BRASS,SW7697 SAFARI,SW7729 EDAMAME,SW7726 LEMON VERBENA,SW6214 UNDERSEAS,SW6212 QUIETUDE,SW0032 NEEDLEPOINT NAVY,SW6242 BRACING BLUE,SW0033 REMBRANDT RUBY,SW0034 ROYCROFT ROSE","01-03-100","03","100",""
"english-cottage-yarmouth","Yarmouth","<p>Yarmouth pattern from our English-cottage collection. Pattern #01-03-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-108-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/yarmouth.jpg?v=1762696253","1","Yarmouth pattern thumbnail","Yarmouth - English-cottage Collection | ColorFlex Wallpaper","Yarmouth pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","yarmouth","5","Leaves,Stems,Shields,Flowers,Centers","24x24","straight","SW6990 CAVIAR,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS,SW0043 PERISTYLE BRASS,SW6212 QUIETUDE,SC0001 COTTAGE LINEN","01-03-108","03","108",""
"english-cottage-yarmouth","Yarmouth","<p>Yarmouth pattern from our English-cottage collection. Pattern #01-03-108. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-108-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/yarmouth.jpg?v=1762696253","","","Yarmouth - English-cottage Collection | ColorFlex Wallpaper","Yarmouth pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","english-cottage","yarmouth","5","Leaves,Stems,Shields,Flowers,Centers","24x24","straight","SW6990 CAVIAR,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS,SW0043 PERISTYLE BRASS,SW6212 QUIETUDE,SC0001 COTTAGE LINEN","01-03-108","03","108",""
