"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant","product.metafields.color_flex.collection_description"
"abundance-birdcage-on-black","Birdcage On Black","<p>Birdcage On Black pattern from our Abundance collection. Pattern #01-01-101A. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Abundance","Home & Garden > Decor","Standard Pattern","abundance, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-01-101A-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/birdcage-on-black.jpg?v=1772126716","1","Birdcage On Black pattern thumbnail","Birdcage On Black - Abundance Collection | ColorFlex Wallpaper","Birdcage On Black pattern from our Abundance collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","abundance","birdcage-on-black","0","","24x36","half-drop","","01-01-101A","01","101","A",""
"cottage-sketch-book-anneliese","Anneliese","<p>Anneliese pattern from our Cottage Sketch Book collection. Pattern #01-11-102. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-102-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/anneliese.jpg?v=1774382196","","","Anneliese - Cottage Sketch Book Collection | ColorFlex Wallpaper","Anneliese pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","anneliese","8","Stripe,Stripe Outline,Lg Flowers,Lg Centers,Leaves,Tiny Flowers,Tiny Centers,Outline","24x24","straight","SC0001 COTTAGE LINEN,SW0050 CLASSIC LIGHT BUFF,SW0052 PEARL GRAY,SW9075 BERRY CREAM,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW6395 ALCHEMY,SC0001 COTTAGE LINEN,SC0002 COTTAGE COAL","01-11-102","11","102","",""
"cottage-sketch-book-anneliese","Anneliese","<p>Anneliese pattern from our Cottage Sketch Book collection. Pattern #01-11-102. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-102-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/anneliese.jpg?v=1774382196","","","Anneliese - Cottage Sketch Book Collection | ColorFlex Wallpaper","Anneliese pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","anneliese","8","Stripe,Stripe Outline,Lg Flowers,Lg Centers,Leaves,Tiny Flowers,Tiny Centers,Outline","24x24","straight","SC0001 COTTAGE LINEN,SW0050 CLASSIC LIGHT BUFF,SW0052 PEARL GRAY,SW9075 BERRY CREAM,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW6395 ALCHEMY,SC0001 COTTAGE LINEN,SC0002 COTTAGE COAL","01-11-102","11","102","",""
"cottage-sketch-book-aurora","Aurora","<p>Aurora pattern from our Cottage Sketch Book collection. Pattern #01-11-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/aurora.jpg?v=1774382196","1","Aurora pattern thumbnail","Aurora - Cottage Sketch Book Collection | ColorFlex Wallpaper","Aurora pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","aurora","7","Lg Flowers,Droopy Flowers,Upward Flowers,Flower Center,Leaves,Tiny Flowers,Outline","24x24","straight","SW6393 CONVIVIAL YELLOW,SC0001 COTTAGE LINEN,SW6395 ALCHEMY,SW6318 RESOUNDING ROSE,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW9075 BERRY CREAM,SC002 COTTAGE COAL","01-11-103","11","103","",""
"cottage-sketch-book-aurora","Aurora","<p>Aurora pattern from our Cottage Sketch Book collection. Pattern #01-11-103. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-103-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/aurora.jpg?v=1774382196","","","Aurora - Cottage Sketch Book Collection | ColorFlex Wallpaper","Aurora pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","aurora","7","Lg Flowers,Droopy Flowers,Upward Flowers,Flower Center,Leaves,Tiny Flowers,Outline","24x24","straight","SW6393 CONVIVIAL YELLOW,SC0001 COTTAGE LINEN,SW6395 ALCHEMY,SW6318 RESOUNDING ROSE,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW9075 BERRY CREAM,SC002 COTTAGE COAL","01-11-103","11","103","",""
"cottage-sketch-book-aurora","Aurora","<p>Aurora pattern from our Cottage Sketch Book collection. Pattern #01-11-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-103-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/aurora.jpg?v=1774382196","","","Aurora - Cottage Sketch Book Collection | ColorFlex Wallpaper","Aurora pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","aurora","7","Lg Flowers,Droopy Flowers,Upward Flowers,Flower Center,Leaves,Tiny Flowers,Outline","24x24","straight","SW6393 CONVIVIAL YELLOW,SC0001 COTTAGE LINEN,SW6395 ALCHEMY,SW6318 RESOUNDING ROSE,SW6395 ALCHEMY,SW7726 LEMON VERBENA,SW9075 BERRY CREAM,SC002 COTTAGE COAL","01-11-103","11","103","",""
"cottage-sketch-book-luna","Luna","<p>Luna pattern from our Cottage Sketch Book collection. Pattern #01-11-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/luna.jpg?v=1774382197","1","Luna pattern thumbnail","Luna - Cottage Sketch Book Collection | ColorFlex Wallpaper","Luna pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","luna","1","Design","24x24","straight","SW6138 ARTIFACT,SW0053 PORCELAIN","01-11-104","11","104","",""
"cottage-sketch-book-luna","Luna","<p>Luna pattern from our Cottage Sketch Book collection. Pattern #01-11-104. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-104-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/luna.jpg?v=1774382197","","","Luna - Cottage Sketch Book Collection | ColorFlex Wallpaper","Luna pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","luna","1","Design","24x24","straight","SW6138 ARTIFACT,SW0053 PORCELAIN","01-11-104","11","104","",""
"cottage-sketch-book-luna","Luna","<p>Luna pattern from our Cottage Sketch Book collection. Pattern #01-11-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-104-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/luna.jpg?v=1774382197","","","Luna - Cottage Sketch Book Collection | ColorFlex Wallpaper","Luna pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","luna","1","Design","24x24","straight","SW6138 ARTIFACT,SW0053 PORCELAIN","01-11-104","11","104","",""
"cottage-sketch-book-rosalind","Rosalind","<p>Rosalind pattern from our Cottage Sketch Book collection. Pattern #01-11-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rosalind.jpg?v=1774382199","1","Rosalind pattern thumbnail","Rosalind - Cottage Sketch Book Collection | ColorFlex Wallpaper","Rosalind pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","rosalind","4","Stripes,Tiny Flowers,Lace,Flower Vine","24x24","straight","SW6807 WONDROUS BLUE,SW6810 LUPINE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-11-105","11","105","",""
"cottage-sketch-book-rosalind","Rosalind","<p>Rosalind pattern from our Cottage Sketch Book collection. Pattern #01-11-105. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rosalind.jpg?v=1774382199","","","Rosalind - Cottage Sketch Book Collection | ColorFlex Wallpaper","Rosalind pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","rosalind","4","Stripes,Tiny Flowers,Lace,Flower Vine","24x24","straight","SW6807 WONDROUS BLUE,SW6810 LUPINE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-11-105","11","105","",""
"cottage-sketch-book-rosalind","Rosalind","<p>Rosalind pattern from our Cottage Sketch Book collection. Pattern #01-11-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-105-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/rosalind.jpg?v=1774382199","","","Rosalind - Cottage Sketch Book Collection | ColorFlex Wallpaper","Rosalind pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","rosalind","4","Stripes,Tiny Flowers,Lace,Flower Vine","24x24","straight","SW6807 WONDROUS BLUE,SW6810 LUPINE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-11-105","11","105","",""
"cottage-sketch-book-beatrix","Beatrix","<p>Beatrix pattern from our Cottage Sketch Book collection. Pattern #01-11-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-106-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/beatrix.jpg?v=1774382200","1","Beatrix pattern thumbnail","Beatrix - Cottage Sketch Book Collection | ColorFlex Wallpaper","Beatrix pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","beatrix","4","Stripes,Flower Baskets,Wreaths,Ribbons","24x24","straight","SW0034 ROYCROFT ROSE,SW0033 REMBRANDT RUBY,SC0001 COTTAGE LINEN,SW0033 REMBRANDT RUBY,SC0001 COTTAGE LINEN","01-11-106","11","106","",""
"cottage-sketch-book-beatrix","Beatrix","<p>Beatrix pattern from our Cottage Sketch Book collection. Pattern #01-11-106. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-106-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/beatrix.jpg?v=1774382200","","","Beatrix - Cottage Sketch Book Collection | ColorFlex Wallpaper","Beatrix pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","beatrix","4","Stripes,Flower Baskets,Wreaths,Ribbons","24x24","straight","SW0034 ROYCROFT ROSE,SW0033 REMBRANDT RUBY,SC0001 COTTAGE LINEN,SW0033 REMBRANDT RUBY,SC0001 COTTAGE LINEN","01-11-106","11","106","",""
"cottage-sketch-book-beatrix","Beatrix","<p>Beatrix pattern from our Cottage Sketch Book collection. Pattern #01-11-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-106-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/beatrix.jpg?v=1774382200","","","Beatrix - Cottage Sketch Book Collection | ColorFlex Wallpaper","Beatrix pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","beatrix","4","Stripes,Flower Baskets,Wreaths,Ribbons","24x24","straight","SW0034 ROYCROFT ROSE,SW0033 REMBRANDT RUBY,SC0001 COTTAGE LINEN,SW0033 REMBRANDT RUBY,SC0001 COTTAGE LINEN","01-11-106","11","106","",""
"cottage-sketch-book-adelaide","Adelaide","<p>Adelaide pattern from our Cottage Sketch Book collection. Pattern #01-11-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-107-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/adelaide.jpg?v=1774382201","1","Adelaide pattern thumbnail","Adelaide - Cottage Sketch Book Collection | ColorFlex Wallpaper","Adelaide pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","adelaide","3","Stripes,Ragged Stripes,Vines","24x24","straight","SW9658 FRESH EUCALYPTUS,SW9133 JASPER STONE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-11-107","11","107","",""
"cottage-sketch-book-adelaide","Adelaide","<p>Adelaide pattern from our Cottage Sketch Book collection. Pattern #01-11-107. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-107-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/adelaide.jpg?v=1774382201","","","Adelaide - Cottage Sketch Book Collection | ColorFlex Wallpaper","Adelaide pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","adelaide","3","Stripes,Ragged Stripes,Vines","24x24","straight","SW9658 FRESH EUCALYPTUS,SW9133 JASPER STONE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-11-107","11","107","",""
"cottage-sketch-book-adelaide","Adelaide","<p>Adelaide pattern from our Cottage Sketch Book collection. Pattern #01-11-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-107-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/adelaide.jpg?v=1774382201","","","Adelaide - Cottage Sketch Book Collection | ColorFlex Wallpaper","Adelaide pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","adelaide","3","Stripes,Ragged Stripes,Vines","24x24","straight","SW9658 FRESH EUCALYPTUS,SW9133 JASPER STONE,SC0001 COTTAGE LINEN,SC0001 COTTAGE LINEN","01-11-107","11","107","",""
"cottage-sketch-book-genevieve","Genevieve","<p>Genevieve pattern from our Cottage Sketch Book collection. Pattern #01-11-109. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-109-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/genevieve.jpg?v=1774382202","1","Genevieve pattern thumbnail","Genevieve - Cottage Sketch Book Collection | ColorFlex Wallpaper","Genevieve pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","genevieve","5","Ribbon,Lines,Daisey Chain,Bouquets,Birds","24x24","straight","SW2848 ROYCROFT PEWTER,SW0037 MORRIS ROOM GREY,SW0050 CLASSIC LIGHT BUFF,SW0050 CLASSIC LIGHT BUFF,SW0050 CLASSIC LIGHT BUFF","01-11-109","11","109","",""
"cottage-sketch-book-genevieve","Genevieve","<p>Genevieve pattern from our Cottage Sketch Book collection. Pattern #01-11-109. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-109-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/genevieve.jpg?v=1774382202","","","Genevieve - Cottage Sketch Book Collection | ColorFlex Wallpaper","Genevieve pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","genevieve","5","Ribbon,Lines,Daisey Chain,Bouquets,Birds","24x24","straight","SW2848 ROYCROFT PEWTER,SW0037 MORRIS ROOM GREY,SW0050 CLASSIC LIGHT BUFF,SW0050 CLASSIC LIGHT BUFF,SW0050 CLASSIC LIGHT BUFF","01-11-109","11","109","",""
"cottage-sketch-book-genevieve","Genevieve","<p>Genevieve pattern from our Cottage Sketch Book collection. Pattern #01-11-109. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-109-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/genevieve.jpg?v=1774382202","","","Genevieve - Cottage Sketch Book Collection | ColorFlex Wallpaper","Genevieve pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","genevieve","5","Ribbon,Lines,Daisey Chain,Bouquets,Birds","24x24","straight","SW2848 ROYCROFT PEWTER,SW0037 MORRIS ROOM GREY,SW0050 CLASSIC LIGHT BUFF,SW0050 CLASSIC LIGHT BUFF,SW0050 CLASSIC LIGHT BUFF","01-11-109","11","109","",""
"cottage-sketch-book-margot","Margot","<p>Margot pattern from our Cottage Sketch Book collection. Pattern #01-11-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-110-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/margot.jpg?v=1774382203","1","Margot pattern thumbnail","Margot - Cottage Sketch Book Collection | ColorFlex Wallpaper","Margot pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","margot","2","Texture,Design","24x24","straight","SW6138 ARTIFACT,SW6076 TURKISH COFFEE,SW0053 PORCELAIN","01-11-110","11","110","",""
"cottage-sketch-book-margot","Margot","<p>Margot pattern from our Cottage Sketch Book collection. Pattern #01-11-110. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-11-110-fabric","79.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/margot.jpg?v=1774382203","","","Margot - Cottage Sketch Book Collection | ColorFlex Wallpaper","Margot pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","margot","2","Texture,Design","24x24","straight","SW6138 ARTIFACT,SW6076 TURKISH COFFEE,SW0053 PORCELAIN","01-11-110","11","110","",""
"cottage-sketch-book-margot","Margot","<p>Margot pattern from our Cottage Sketch Book collection. Pattern #01-11-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-11-110-decal","69.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/margot.jpg?v=1774382203","","","Margot - Cottage Sketch Book Collection | ColorFlex Wallpaper","Margot pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","margot","2","Texture,Design","24x24","straight","SW6138 ARTIFACT,SW6076 TURKISH COFFEE,SW0053 PORCELAIN","01-11-110","11","110","",""
"cottage-sketch-book-ophelia","Ophelia","<p>Ophelia pattern from our Cottage Sketch Book collection. Pattern #01-11-111. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Cottage Sketch Book","Home & Garden > Decor","ColorFlex Pattern","cottage-sketch-book, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-11-111-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://cdn.shopify.com/s/files/1/0685/6664/7015/files/ophelia.jpg?v=1774382204","1","Ophelia pattern thumbnail","Ophelia - Cottage Sketch Book Collection | ColorFlex Wallpaper","Ophelia pattern from our Cottage Sketch Book collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/data/collections","cottage-sketch-book","ophelia","4","Flower Back,Leaf Back,Flower Outline,Leaf Outline","24x24","straight","SC0001 COTTAGE LINEN,SW0080 PINK FLAMINGO,SW6425 RELENTLESS OLIVE,SW7588 SHOW STOPPER,SW6076 TURKISH COFFEE","01-11-111","11","111","",""
