"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"ancient-tiles-tangier","Tangier","<p>Tangier pattern from our Ancient-tiles collection. Pattern #01-13-115. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-115-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/tangier.jpg","1","Tangier pattern thumbnail","Tangier - Ancient-tiles Collection | ColorFlex Wallpaper","Tangier pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","tangier","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-115","13","115",""
"ancient-tiles-tangier","Tangier","<p>Tangier pattern from our Ancient-tiles collection. Pattern #01-13-115. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-115-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/tangier.jpg","","","Tangier - Ancient-tiles Collection | ColorFlex Wallpaper","Tangier pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","tangier","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-115","13","115",""
"ancient-tiles-tangier","Tangier","<p>Tangier pattern from our Ancient-tiles collection. Pattern #01-13-115. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-115-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/tangier.jpg","","","Tangier - Ancient-tiles Collection | ColorFlex Wallpaper","Tangier pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","tangier","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-115","13","115",""
"ancient-tiles-monaco","Monaco","<p>Monaco pattern from our Ancient-tiles collection. Pattern #01-13-107
. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-107
-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/monaco.jpg","1","Monaco pattern thumbnail","Monaco - Ancient-tiles Collection | ColorFlex Wallpaper","Monaco pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","monaco","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-107
","","",""
"ancient-tiles-monaco","Monaco","<p>Monaco pattern from our Ancient-tiles collection. Pattern #01-13-107
. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-107
-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/monaco.jpg","","","Monaco - Ancient-tiles Collection | ColorFlex Wallpaper","Monaco pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","monaco","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-107
","","",""
"ancient-tiles-monaco","Monaco","<p>Monaco pattern from our Ancient-tiles collection. Pattern #01-13-107
. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-107
-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/monaco.jpg","","","Monaco - Ancient-tiles Collection | ColorFlex Wallpaper","Monaco pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","monaco","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-107
","","",""
"ancient-tiles-harwich-8x8","Harwich 8x8","<p>Harwich 8x8 pattern from our Ancient-tiles collection. Pattern #01-13-113. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-113-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/harwich-8x8.jpg","1","Harwich 8x8 pattern thumbnail","Harwich 8x8 - Ancient-tiles Collection | ColorFlex Wallpaper","Harwich 8x8 pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","harwich-8x8","0","","8x8","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-113","13","113",""
"ancient-tiles-harwich-8x8","Harwich 8x8","<p>Harwich 8x8 pattern from our Ancient-tiles collection. Pattern #01-13-113. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-113-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/harwich-8x8.jpg","","","Harwich 8x8 - Ancient-tiles Collection | ColorFlex Wallpaper","Harwich 8x8 pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","harwich-8x8","0","","8x8","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-113","13","113",""
"ancient-tiles-harwich-8x8","Harwich 8x8","<p>Harwich 8x8 pattern from our Ancient-tiles collection. Pattern #01-13-113. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-113-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/harwich-8x8.jpg","","","Harwich 8x8 - Ancient-tiles Collection | ColorFlex Wallpaper","Harwich 8x8 pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","harwich-8x8","0","","8x8","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-113","13","113",""
"ancient-tiles-marseille","Marseille","<p>Marseille pattern from our Ancient-tiles collection. Pattern #01-13-108. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-108-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/marseille.jpg","1","Marseille pattern thumbnail","Marseille - Ancient-tiles Collection | ColorFlex Wallpaper","Marseille pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","marseille","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-108","13","108",""
"ancient-tiles-marseille","Marseille","<p>Marseille pattern from our Ancient-tiles collection. Pattern #01-13-108. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-108-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/marseille.jpg","","","Marseille - Ancient-tiles Collection | ColorFlex Wallpaper","Marseille pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","marseille","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-108","13","108",""
"ancient-tiles-marseille","Marseille","<p>Marseille pattern from our Ancient-tiles collection. Pattern #01-13-108. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-108-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/marseille.jpg","","","Marseille - Ancient-tiles Collection | ColorFlex Wallpaper","Marseille pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","marseille","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-108","13","108",""
"ancient-tiles-torquay","Torquay","<p>Torquay pattern from our Ancient-tiles collection. Pattern #01-13-109. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-109-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/torquay.jpg","1","Torquay pattern thumbnail","Torquay - Ancient-tiles Collection | ColorFlex Wallpaper","Torquay pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","torquay","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-109","13","109",""
"ancient-tiles-torquay","Torquay","<p>Torquay pattern from our Ancient-tiles collection. Pattern #01-13-109. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-109-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/torquay.jpg","","","Torquay - Ancient-tiles Collection | ColorFlex Wallpaper","Torquay pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","torquay","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-109","13","109",""
"ancient-tiles-torquay","Torquay","<p>Torquay pattern from our Ancient-tiles collection. Pattern #01-13-109. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-109-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/torquay.jpg","","","Torquay - Ancient-tiles Collection | ColorFlex Wallpaper","Torquay pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","torquay","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-109","13","109",""
"ancient-tiles-osaka","Osaka","<p>Osaka pattern from our Ancient-tiles collection. Pattern #01-13-111. Classic design available in standard colorways. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Wallpaper","01-13-111-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/osaka.jpg","1","Osaka pattern thumbnail","Osaka - Ancient-tiles Collection | ColorFlex Wallpaper","Osaka pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","osaka","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-111","13","111",""
"ancient-tiles-osaka","Osaka","<p>Osaka pattern from our Ancient-tiles collection. Pattern #01-13-111. Classic design available in standard colorways. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Fabric","01-13-111-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/osaka.jpg","","","Osaka - Ancient-tiles Collection | ColorFlex Wallpaper","Osaka pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","osaka","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-111","13","111",""
"ancient-tiles-osaka","Osaka","<p>Osaka pattern from our Ancient-tiles collection. Pattern #01-13-111. Classic design available in standard colorways. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","Standard Pattern","ancient-tiles, pattern, wallpaper, fabric, standard","TRUE","Application","Removable Decal","01-13-111-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ancient-tiles/thumbnails/osaka.jpg","","","Osaka - Ancient-tiles Collection | ColorFlex Wallpaper","Osaka pattern from our Ancient-tiles collection. Classic design available in standard colorways. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ancient-tiles","osaka","0","","24x24","straight","SW7069 Iron Ore,SW7067 Cityscape,SW3441 Foothills,SW6135 Ecru,SW7699 Rustic City,SW6206 Oyster Bay,SW6186 Dried Thyme,SW1472 Slate Tile,SW0006 Toile Red","01-13-111","13","111",""
